# of Objects, Time Spent
291,0.0
291,0.0
292,0.0
292,0.0
292,0.0
293,0.0
293,0.0
293,0.0
294,0.0
294,0.0
294,0.0
295,0.0
295,0.0
295,0.0
296,0.0
296,0.0
296,0.0
297,0.0
297,0.0
297,0.0
298,0.0
298,0.0
300,0.0
300,0.0
300,0.0
500,0.0
500,0.0
500,0.0
700,0.0
700,0.0
700,0.0
900,0.0
900,0.0
900,0.0
1100,0.0
1100,0.0
1100,0.0
1300,0.0
1300,0.0
1300,0.0
1500,0.0
1500,0.0
1500,0.0
1700,0.0
1700,0.0
1700,0.0
1900,0.0
1900,0.0
1900,0.0
2100,0.0
2100,0.0
2100,0.0
2300,0.0
2300,0.0
2300,0.0
2500,0.0
2500,0.0
2500,0.0
2700,0.0
2700,0.0
2700,0.0
2900,0.0
2900,0.0
2900,0.0
3100,0.0
3100,0.0
3100,0.0
3300,0.0
3300,0.0
3300,0.0
3500,0.0
3500,0.0
3500,0.0
3700,0.0
3700,0.0
3700,0.0
3900,0.0
3900,0.0
3900,0.0
4100,0.0
4100,0.0
4100,0.0
4300,0.0
4300,0.0
4300,0.0
4500,0.0
4500,0.0
4500,0.0
4700,0.0
4700,0.0
4700,0.0
4900,0.0
4900,0.0
4900,0.0
5100,0.0
5100,0.0
5100,0.0
5300,0.0
5300,0.0
5300,0.0
5500,0.0
5500,0.0
5500,0.0
5700,0.0
5700,0.0
5700,0.0
5900,0.0
5900,0.0
5900,0.0
6100,0.0
6100,0.0
6100,0.0
6300,0.0
6300,0.0
6300,0.0
6500,0.0
6500,0.0
6500,0.0
6700,0.0
6700,0.0
6700,0.0009853839874267578
6900,0.0009999275207519531
6900,0.0
6900,0.0
7100,0.0
7100,0.0
7100,0.0
7300,0.0
7300,0.0
7300,0.0009989738464355469
7500,0.0
7500,0.0
7500,0.0
7700,0.0
7700,0.0
7700,0.0
7900,0.0
7900,0.0
7900,0.0
8100,0.0
8100,0.0
8100,0.0
8300,0.0
8300,0.0
8300,0.0
8500,0.0
8500,0.0
8500,0.0
8700,0.0
8700,0.0
8700,0.0
8900,0.0
8900,0.0
8900,0.0
9100,0.0
9100,0.0
9100,0.0
9300,0.0
9300,0.0
9300,0.0
9500,0.0
9500,0.0
9500,0.0
9700,0.0
9700,0.0
9700,0.0
9900,0.0
9900,0.0
9900,0.0
10100,0.0
10100,0.0
10100,0.00099945068359375
10300,0.0
10300,0.0
10300,0.0
10500,0.0
10500,0.0
10500,0.0
10700,0.0
10700,0.0
10700,0.0
10900,0.0
10900,0.0
10900,0.0
11100,0.0
11100,0.0
11100,0.0
11300,0.00099945068359375
11300,0.0
11300,0.0
11500,0.0
11500,0.0
11500,0.0
11700,0.0
11700,0.0
11700,0.0
11900,0.0
11900,0.0
11900,0.0
12100,0.0
12100,0.0
12100,0.0
12300,0.0
12300,0.0
12300,0.0
12500,0.0
12500,0.0
12500,0.0
12700,0.0
12700,0.0
12700,0.0
12900,0.0
12900,0.0
12900,0.0
13100,0.0
13100,0.0
13100,0.0
13300,0.0
13300,0.0
13300,0.0
13500,0.0
13500,0.0
13500,0.0
13700,0.0
13700,0.0
13700,0.0
13900,0.0
13900,0.0
13900,0.0
14100,0.0
14100,0.0
14100,0.0
14300,0.0
14300,0.0
14300,0.0
14500,0.0
14500,0.0
14500,0.0
14700,0.0
14700,0.0
14700,0.0
14900,0.0
14900,0.0
14900,0.0
15100,0.0
15100,0.0
15100,0.0
15300,0.0
15300,0.0
15300,0.0
15500,0.0
15500,0.0
15500,0.0
15700,0.0
15700,0.0
15700,0.0
15900,0.0
15900,0.0
15900,0.0
16100,0.0
16100,0.0
16100,0.0
16300,0.0
16300,0.0
16300,0.0
16500,0.0
16500,0.0
16500,0.0
16700,0.0
16700,0.0
16700,0.0
16900,0.0
16900,0.0
16900,0.0
17100,0.0
17100,0.0
17100,0.0
17300,0.0
17300,0.0
17300,0.0
17500,0.0
17500,0.0
17500,0.0
17700,0.0
17700,0.0
17700,0.0
17900,0.0
17900,0.0
17900,0.0
18100,0.0
18100,0.0
18100,0.0
18300,0.0
18300,0.0
18300,0.0
18500,0.0
18500,0.0
18500,0.0
18700,0.0
18700,0.0
18700,0.0
18900,0.0
18900,0.0
18900,0.0
19100,0.0
19100,0.0
19100,0.0
19300,0.0
19300,0.0
19300,0.0
19500,0.0
19500,0.0
19500,0.0
19700,0.0
19700,0.0
19700,0.0
19900,0.0
19900,0.0
19900,0.0
20100,0.0
20100,0.0
20100,0.0
20300,0.0
20300,0.0
20300,0.0
20500,0.0
20500,0.0
20500,0.0009996891021728516
20700,0.0
20700,0.0
20700,0.0010001659393310547
20900,0.0
20900,0.0
20900,0.0
21100,0.0
21100,0.0
21100,0.0
21300,0.0
21300,0.0
21300,0.0
21500,0.0
21500,0.0
21500,0.0
21700,0.0
21700,0.0
21700,0.0
21900,0.0
21900,0.0
21900,0.0
22100,0.0
22100,0.0
22100,0.0
22300,0.0
22300,0.0
22300,0.0
22500,0.0
22500,0.0
22500,0.0
22700,0.0
22700,0.0
22700,0.0
22900,0.0
22900,0.0
22900,0.0
23100,0.0
23100,0.0
23100,0.0
23300,0.0
23300,0.0
23300,0.0
23500,0.0
23500,0.0
23500,0.0
23700,0.0
23700,0.0
23700,0.0
23900,0.0
23900,0.0
23900,0.0
24100,0.0
24100,0.0
24100,0.0
24300,0.0
24300,0.0
24300,0.0
24500,0.0
24500,0.0
24500,0.0
24700,0.0
24700,0.0
24700,0.0
24900,0.0
24900,0.0
24900,0.0
25100,0.0
25100,0.0
25100,0.0
25300,0.0
25300,0.0
25300,0.0
25500,0.0
25500,0.0
25500,0.0
25700,0.0
25700,0.0
25700,0.0
25900,0.0
25900,0.0
25900,0.0
26100,0.0
26100,0.0
26100,0.0
26300,0.0
26300,0.0
26300,0.0
26500,0.0
26500,0.0010008811950683594
26500,0.0
26700,0.0
26700,0.0
26700,0.0
26900,0.0
26900,0.000997304916381836
26900,0.0
27100,0.0
27100,0.0
27100,0.0
27300,0.0
27300,0.0
27300,0.0
27500,0.0
27500,0.0
27500,0.0
27700,0.0
27700,0.0
27700,0.0
27900,0.0
27900,0.0
27900,0.0
28100,0.0
28100,0.0
28100,0.0
28300,0.0
28300,0.0
28300,0.0
28500,0.0
28500,0.0009996891021728516
28500,0.0
28700,0.0
28700,0.0
28700,0.0
28900,0.0
28900,0.0
28900,0.0
29100,0.0
29100,0.0
29100,0.0
29300,0.0
29300,0.0
29300,0.0
29500,0.0
29500,0.0
29500,0.0
29700,0.0
29700,0.0
29700,0.0
29900,0.0
29900,0.0
29900,0.0
30100,0.0
30100,0.0
30100,0.0
30300,0.0
30300,0.0
30300,0.0
30500,0.0
30500,0.0
30500,0.0
30700,0.00099945068359375
30700,0.0
30700,0.0
30900,0.0
30900,0.0
30900,0.0
31100,0.0
31100,0.0
31100,0.0
31300,0.0
31300,0.0
31300,0.0
31500,0.0
31500,0.0
31500,0.0
31700,0.0
31700,0.0
31700,0.0
31900,0.0
31900,0.0
31900,0.0
32100,0.0
32100,0.0
32100,0.0
32300,0.0
32300,0.0
32300,0.0
32500,0.0
32500,0.0
32500,0.0
32700,0.0
32700,0.0
32700,0.0
32900,0.0
32900,0.0009984970092773438
32900,0.0
33100,0.0
33100,0.0
33100,0.0
33300,0.0
33300,0.0
33300,0.0009996891021728516
33500,0.0
33500,0.0
33500,0.0
33700,0.0
33700,0.0
33700,0.0
33900,0.0
33900,0.0
33900,0.0
34100,0.0
34100,0.0
34100,0.0
34300,0.0
34300,0.0
34300,0.0
34500,0.0
34500,0.0
34500,0.0
34700,0.0
34700,0.0
34700,0.0
34900,0.0
34900,0.0
34900,0.0
35100,0.0
35100,0.0
35100,0.0
35300,0.0
35300,0.0
35300,0.0009996891021728516
35500,0.0
35500,0.0
35500,0.0
35700,0.0
35700,0.0
35700,0.0
35900,0.0
35900,0.0
35900,0.0
36100,0.0
36100,0.0
36100,0.0
36300,0.0
36300,0.0
36300,0.0
36500,0.0
36500,0.0
36500,0.0
36700,0.0
36700,0.0
36700,0.0010004043579101562
36900,0.0
36900,0.0
36900,0.0
37100,0.0
37100,0.0
37100,0.0
37300,0.0
37300,0.0
37300,0.0
37500,0.0009987354278564453
37500,0.0
37500,0.0
37700,0.0
37700,0.0
37700,0.0
37900,0.0
37900,0.0
37900,0.0
38100,0.0
38100,0.0009996891021728516
38100,0.0
38300,0.0
38300,0.0
38300,0.0
38500,0.0
38500,0.0
38500,0.0
38700,0.0
38700,0.0
38700,0.0
38900,0.0
38900,0.0
38900,0.0
39100,0.0
39100,0.0009999275207519531
39100,0.0
39300,0.0
39300,0.0
39300,0.0
39500,0.0
39500,0.0
39500,0.0
39700,0.000985860824584961
39700,0.0
39700,0.0
39900,0.0
39900,0.0
39900,0.0
40100,0.0
40100,0.0
40100,0.0
40300,0.0
40300,0.0
40300,0.0
40500,0.0
40500,0.0
40500,0.0
40700,0.0
40700,0.0
40700,0.0
40900,0.0
40900,0.0
40900,0.0
41100,0.0
41100,0.0
41100,0.0
41300,0.0
41300,0.0
41300,0.0
41500,0.0
41500,0.0
41500,0.0
41700,0.0
41700,0.0
41700,0.0
41900,0.0
41900,0.0
41900,0.0009996891021728516
42100,0.0
42100,0.0
42100,0.0
42300,0.0
42300,0.0
42300,0.0
42500,0.0
42500,0.0
42500,0.0
42700,0.0
42700,0.0
42700,0.0
42900,0.0
42900,0.0
42900,0.0
43100,0.0
43100,0.0
43100,0.0
43300,0.0
43300,0.0
43300,0.0
43500,0.0
43500,0.0
43500,0.0
43700,0.0
43700,0.0
43700,0.0
43900,0.0
43900,0.0
43900,0.0
44100,0.0
44100,0.0
44100,0.0
44300,0.0
44300,0.0
44300,0.0
44500,0.0
44500,0.0
44500,0.0
44700,0.0
44700,0.0
44700,0.0
44900,0.0
44900,0.0
44900,0.0
45100,0.0
45100,0.0
45100,0.0
45300,0.0
45300,0.0
45300,0.0010001659393310547
45500,0.0
45500,0.0
45500,0.0
45700,0.0
45700,0.0
45700,0.0
45900,0.0
45900,0.0
45900,0.0
46100,0.0
46100,0.0
46100,0.0
46300,0.0
46300,0.0
46300,0.0
46500,0.0
46500,0.0
46500,0.0
46700,0.0
46700,0.0
46700,0.0
46900,0.0
46900,0.0
46900,0.0
47100,0.0
47100,0.0
47100,0.0
47300,0.0
47300,0.0
47300,0.0
47500,0.0
47500,0.0
47500,0.0
47700,0.0
47700,0.0010004043579101562
47700,0.0
47900,0.0
47900,0.0
47900,0.0
48100,0.0
48100,0.0
48100,0.0
48300,0.0
48300,0.0
48300,0.001013040542602539
48500,0.0
48500,0.0
48500,0.0
48700,0.0
48700,0.0
48700,0.0
48900,0.0
48900,0.0
48900,0.0
49100,0.0
49100,0.0
49100,0.0
49300,0.0
49300,0.0
49300,0.0
49500,0.0009999275207519531
49500,0.0
49500,0.0
49700,0.0
49700,0.0
49700,0.0
49900,0.0
49900,0.0
49900,0.0
50100,0.0
50100,0.0
50100,0.0
50300,0.0
50300,0.0
50300,0.0
50500,0.0
50500,0.0
50500,0.0
50700,0.0
50700,0.0
50700,0.0
50900,0.0
50900,0.0
50900,0.0
51100,0.0
51100,0.0
51100,0.0
51300,0.0
51300,0.0
51300,0.0
51500,0.0
51500,0.0
51500,0.0
51700,0.0
51700,0.0
51700,0.0
51900,0.0
51900,0.0
51900,0.0
52100,0.0
52100,0.0
52100,0.0
52300,0.0
52300,0.0
52300,0.0
52500,0.0
52500,0.0
52500,0.0
52700,0.0
52700,0.0009996891021728516
52700,0.0
52900,0.0
52900,0.0
52900,0.0
53100,0.0
53100,0.0
53100,0.0
53300,0.0
53300,0.0
53300,0.0
53500,0.0
53500,0.0
53500,0.0
53700,0.0
53700,0.0
53700,0.0
53900,0.0
53900,0.0
53900,0.0
54100,0.0
54100,0.0
54100,0.0
54300,0.0
54300,0.0
54300,0.0
54500,0.0
54500,0.0
54500,0.0
54700,0.0
54700,0.0
54700,0.0
54900,0.0
54900,0.0
54900,0.0
55100,0.0
55100,0.0
55100,0.0
55300,0.0
55300,0.0
55300,0.0
55500,0.0
55500,0.0
55500,0.0
55700,0.0
55700,0.0
55700,0.0
55900,0.0
55900,0.0
55900,0.0
56100,0.0
56100,0.0
56100,0.0
56300,0.0
56300,0.0
56300,0.0
56500,0.0
56500,0.0
56500,0.0
56700,0.0
56700,0.0
56700,0.0
56900,0.0
56900,0.0
56900,0.0
56900,0.0
57100,0.0
57100,0.0
57100,0.0
57300,0.0
57300,0.0
57300,0.0
57500,0.0
57500,0.0
57500,0.0
57700,0.0
57700,0.0
57700,0.0
57900,0.0
57900,0.0
57900,0.0
58100,0.0
58100,0.0
58100,0.0
58300,0.0
58300,0.0
150000,0.0
150000,0.0
150000,0.0
150200,0.0
150200,0.0
150200,0.0
150400,0.0
150400,0.0
150400,0.0
150600,0.0
150600,0.00099945068359375
150600,0.0
999999,0.0
300,0.0
300,0.0
300,0.0
500,0.0
500,0.0
500,0.0
700,0.0
700,0.0
700,0.0
900,0.0009999275207519531
900,0.0
900,0.0
1100,0.0
1100,0.0
1100,0.0
1300,0.0
1300,0.0
1300,0.0
1500,0.0
1500,0.0
1500,0.0
1700,0.0
1700,0.0
1700,0.0
1900,0.0
1900,0.0
1900,0.0
2100,0.0
2100,0.0
2100,0.0009996891021728516
2300,0.0
2300,0.0
2300,0.0
2500,0.0010006427764892578
2500,0.0
2500,0.0
2700,0.0
2700,0.0
2700,0.0
2900,0.0
2900,0.0
2900,0.0
3100,0.0
3100,0.0
3100,0.0
3300,0.0
3300,0.0
3300,0.0
3500,0.0
3500,0.0
3500,0.0
3700,0.0010001659393310547
3700,0.0
3700,0.0
3900,0.0
3900,0.0
3900,0.0
4100,0.0
4100,0.0
4100,0.0
4300,0.0
4300,0.0
4300,0.0
4500,0.0
4500,0.0
4500,0.0
4700,0.0
4700,0.0
4700,0.0
4900,0.0
4900,0.0
4900,0.0
5100,0.0
5100,0.0
5100,0.0
5300,0.0
5300,0.0
5300,0.0
5500,0.0
5500,0.0
5500,0.0
5700,0.0
5700,0.0
5700,0.0
5900,0.0
5900,0.0
5900,0.0
6100,0.0
6100,0.0
6100,0.0009996891021728516
6300,0.0
6300,0.0
6300,0.0
6500,0.0
6500,0.0
6500,0.0
6700,0.0
6700,0.0
6700,0.0
6900,0.0
6900,0.0
6900,0.0
7100,0.0
7100,0.0
7100,0.0
7300,0.0
7300,0.0
7300,0.0
7500,0.0
7500,0.0
7500,0.0
7700,0.0
7700,0.0
7700,0.0
7900,0.0
7900,0.0
7900,0.0
8100,0.0
8100,0.0
8100,0.0
8300,0.0
8300,0.0
8300,0.0
8500,0.0
8500,0.0
8500,0.0
8700,0.00099945068359375
8700,0.0
8700,0.0
8900,0.0
8900,0.0
8900,0.0
9100,0.0
9100,0.0
9100,0.0
9300,0.0010001659393310547
9300,0.0
9300,0.0
9500,0.0009992122650146484
9500,0.0
9500,0.0
9700,0.0
9700,0.0
9700,0.0
9900,0.0
9900,0.0
9900,0.0
10100,0.0
10100,0.0
10100,0.0
10300,0.0
10300,0.0
10300,0.0
10500,0.0
10500,0.0
10500,0.0
10700,0.0
10700,0.0
10700,0.0
10900,0.0
10900,0.0
10900,0.0
11100,0.0
11100,0.0
11100,0.0
11300,0.0
11300,0.0
11300,0.0
11500,0.0
11500,0.0
11500,0.0009980201721191406
11700,0.0
11700,0.0
11700,0.0
